element;sp_num;obs_wl_air(A);unc_obs_wl;ritz_wl_air(A);unc_ritz_wl;intens;Aki(s^-1);Acc;Ei(cm-1);Ek(cm-1);conf_i;term_i;J_i;conf_k;term_k;J_k;Type;tp_ref;line_ref;
Ne;1;6150.2985;0.0040;6150.2964;0.0005;1000;1.33e+06;C+;150772.1118;167026.9923;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;1;;T6976;L4498;
Ne;1;6156.1380;0.0040;6156.1394;0.0005;500;1.72e+05;C;150772.1118;167011.5643;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;2;;T6976;L4498;
Ne;1;6163.5937;0.0005;6163.5939;0.0010;10000;1.46e+07;B+;134818.6405;151038.4524;2s2.2p5.(2P*<1/2>).3s;2[1/2]*;0;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;;T2733;L7292;
Ne;2;6166.09;0.05;6166.0663;0.0011;80;;;301947.9789;318161.2874;2s2.2p4.(3P).4d;4D;3/2;2s2.2p4.(3P<2>).6f;2[3]*;5/2;;;L1406;
Ne;1;6172.8156;0.0040;6172.8223;0.0005;150;4.27e+05;C;150772.1118;166967.6752;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).4d;2[1/2]*;0;;T6976;L4498;
Ne;1;6174.8829;0.0004;6174.8819;0.0005;700;7.52e+05;C+;150858.5079;167048.6694;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).4d;2[5/2]*;3;;T6976;L3451;
Ne;1;6175.2842;0.0040;6175.2867;0.0005;500;3.00e+05;C+;150858.5079;167047.6082;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).4d;2[5/2]*;2;;T6976;L4498;
Ne;1;6182.1460;0.0004;6182.1463;0.0005;1500;3.72e+06;B+;149657.0392;165828.1766;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;2;;T2734;L3451;
Ne;1;6183.1575;0.0040;6183.1607;0.0005;50;1.18e+05;C;150858.5079;167026.9923;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;1;;T6976;L4498;
Ne;8;;;6184;10;;5.17e+07;A;[1841702];[1857869];1s2.9d;2D;;1s2.10p;2P*;;;T7495;;
Ne;1;6189.0649;0.0004;6189.0664;0.0005;700;5.88e+05;C+;150858.5079;167011.5643;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;2;;T6976;L3451;
Ne;1;6193.0663;0.0004;6193.0659;0.0005;500;1.80e+05;C+;150858.5079;167001.1327;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).4d;2[7/2]*;3;;T6976;L3451;
Ne;1;6202.9740;0.0040;6202.9761;0.0005;150;2.44e+05;C;150858.5079;166975.3424;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).4d;2[1/2]*;1;;T6976;L4498;
Ne;1;6205.7775;0.0004;6205.7766;0.0005;1000;1.52e+06;C+;150917.4307;167026.9923;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;1;;T6976;L3451;
Ne;3;;;6206.49;0.14;0m;5.5e+07;D;446375.1+x;462482.8+x;2s2.2p3.(4S*).4d;5D*;4;2s2.2p3.(4S*).5p;5P;3;;T8046;L10704;
Ne;3;6209.08;0.10;6209.08;0.09;70;4.0e+07;D;446375.73+x;462476.73+x;2s2.2p3.(4S*).4d;5D*;3;2s2.2p3.(4S*).5p;5P;2;;T8046;L10704;
Ne;3;6210.18;0.10;6210.19;0.10;70;2.5e+07;D;446375.17+x;462473.29+x;2s2.2p3.(4S*).4d;5D*;2;2s2.2p3.(4S*).5p;5P;1;;T8046;L10704;
Ne;1;6213.8758;0.0004;6213.8757;0.0005;1500;2.85e+06;B+;149824.2215;165912.7861;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;1;;T2734;L3451;
Ne;1;6217.2812;0.0005;6217.2812;0.0010;10000;6.37e+06;B+;134041.8400;150121.5922;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;2;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;;T2733;L7292;
Ne;2;6224.48;0.05;6224.4127;0.0008;160;;;302750.7840;318812.1133;2s2.2p4.(3P).4d;4F;7/2;2s2.2p4.(3P<1>).6f;2[4]*;9/2;;;L1406;
Ne;1;6225.7350;0.0040;6225.7375;0.0005;500;6.19e+05;C+;150917.4307;166975.3424;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).4d;2[1/2]*;1;;T6976;L4498;
Ne;2;6239.032;0.020;6239.0255;0.0008;120;;;303071.8002;319095.5118;2s2.2p4.(3P).4d;4P;5/2;2s2.2p4.(3P<0>).6f;2[3]*;7/2;;;L1406;
Ne;1;6246.7294;0.0004;6246.7274;0.0006;1000;7.97e+05;B+;149824.2215;165828.1766;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;2;;T2734;L3451;
Ne;1;6249.593;0.020;6249.5919;0.0006;50;;;152970.7328;168967.3526;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;1;;;L3469;
Ne;2;6250.925;0.020;6250.9244;0.0008;120;;;302192.9098;318186.1197;2s2.2p4.(3P).4d;4F;9/2;2s2.2p4.(3P<2>).6f;2[5]*;11/2;;;L1406;
Ne;1;6252.732;0.020;6252.7502;0.0006;20;;;151038.4524;167026.9923;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;1;;;L3469;
Ne;2;6252.905;0.020;6252.8985;0.0009;80;;;302816.9602;318805.121;2s2.2p4.(3P).4d;4P;3/2;2s2.2p4.(3P<1>).6f;2[2]*;5/2;;;L1406;
Ne;2;6258.69;0.04;6258.6508;0.0008;180bl;;;302839.2693;318812.7356;2s2.2p4.(3P).4d;4F;5/2;2s2.2p4.(3P<1>).6f;2[4]*;7/2;;;L1406;
Ne;1;6258.7884;0.0040;6258.7896;0.0006;1000;6.06e+05;C+;151038.4524;167011.5643;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;2;;T6976;L4498;
Ne;1;6266.4952;0.0005;6266.4950;0.0010;10000;2.49e+07;B+;134818.6405;150772.1118;2s2.2p5.(2P*<1/2>).3s;2[1/2]*;0;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;;T2733;L7292;
Ne;2;6270.131;0.020;6270.1321;0.0008;80;;;302890.5369;318834.7543;2s2.2p4.(3P).4d;2F;5/2;2s2.2p4.(3P<1>).6f;2[3]*;7/2;;;L1406;
Ne;2;6272.420;0.020;6272.4217;0.0008;140;;;302247.7634;318186.1608;2s2.2p4.(3P).4d;2F;7/2;2s2.2p4.(3P<2>).6f;2[5]*;9/2;;;L1406;
Ne;1;6273.0141;0.0040;6273.0149;0.0006;700;9.94e+05;C+;151038.4524;166975.3424;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).4d;2[1/2]*;1;;T6976;L4498;
Ne;1;6276.0327;0.0040;6276.0343;0.0006;500;1.25e+06;C+;151038.4524;166967.6752;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).4d;2[1/2]*;0;;T6976;L4498;
Ne;3;6277.50;0.10;6277.49;0.10;30;1.1e+08;D;472027.94;487953.47;2s2.2p3.(2D*).4p;3F;2;2s2.2p3.(2D*).4d;3G*;3;;T8046;L10704;
Ne;3;6283.58;0.10;6283.58;0.10;30;1.1e+08;D;472020.08;487930.17;2s2.2p3.(2D*).4p;3F;3;2s2.2p3.(2D*).4d;3G*;4;;T8046;L10704;
Ne;3;6289.59;0.10;6289.58;0.10;30;1.2e+08;D;472013.12;487908.04;2s2.2p3.(2D*).4p;3F;4;2s2.2p3.(2D*).4d;3G*;5;;T8046;L10704;
Ne;1;6293.7447;0.0004;6293.7444;0.0006;1000;6.39e+05;B+;150772.1118;166656.5114;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).5s;2[1/2]*;1;;T2318;L3451;
Ne;2;6297.840;0.020;6297.8335;0.0012;80;;;302961.0417;318835.128;2s2.2p4.(3P).4d;4F;3/2;2s2.2p4.(3P<1>).6f;2[3]*;5/2;;;L1406;
Ne;2;;;6304.2560;0.0008;m;;;303237.8943;319095.8089;2s2.2p4.(3P).4d;2P;3/2;2s2.2p4.(3P<0>).6f;2[3]*;5/2;;;L1406;
Ne;1;6304.7893;0.0005;6304.7889;0.0010;1000;4.16e+06;B+;134459.2871;150315.8612;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;1;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;;T2733;L7292;
Ne;2;6306.113;0.020;6306.1113;0.0008;100;;;302307.7230;318160.9720;2s2.2p4.(3P).4d;2D;5/2;2s2.2p4.(3P<2>).6f;2[3]*;7/2;;;L1406;
Ne;2;6307.66;0.04;6307.6349;0.0008;180bl;;;302307.7230;318157.1429;2s2.2p4.(3P).4d;2D;5/2;2s2.2p4.(3P<2>).6f;2[4]*;7/2;;;L1406;
Ne;1;6313.6855;0.0040;6313.6878;0.0006;1500;3.40e+06;B+;150772.1118;166606.3370;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).5s;2[1/2]*;0;;T2734;L4498;
Ne;2;6321.116;0.020;6321.1150;0.0008;60;;;303279.8915;319095.5118;2s2.2p4.(3P).5s;4P;5/2;2s2.2p4.(3P<0>).6f;2[3]*;7/2;;;L1406;
Ne;1;6328.1646;0.0004;6328.1639;0.0006;3000;3.39e+06;B+;150858.5079;166656.5114;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).5s;2[1/2]*;1;;T2318;L3451;
Ne;1;6330.8894;0.0040;6330.8928;0.0006;1500;1.46e+06;B+;150121.5922;165912.7861;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;1;;T2734;L4498;
Ne;1;6334.4276;0.0005;6334.4278;0.0010;10000;1.61e+07;B+;134041.8400;149824.2215;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;2;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;;T2733;L7292;
Ne;2;6345.653;0.020;6345.6438;0.0008;60;;;302425.8139;318180.3002;2s2.2p4.(3P).4d;2D;3/2;2s2.2p4.(3P<2>).6f;2[2]*;5/2;;;L1406;
Ne;1;6351.8532;0.0040;6351.8550;0.0006;1000;3.45e+05;B+;150917.4307;166656.5114;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).5s;2[1/2]*;1;;T2318;L4498;
Ne;8;;;6360;10;;1.36e+08;A;[1841265];[1856983];1s2.9p;2P*;;1s2.10s;2S;1/2;;T7495;;
Ne;1;6364.9963;0.0040;6364.9969;0.0006;1000;1.60e+05;B+;150121.5922;165828.1766;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;2;;T2734;L4498;
Ne;1;6382.9914;0.0005;6382.9917;0.0010;10000;3.21e+07;B+;134459.2871;150121.5922;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;1;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;;T2733;L7292;
Ne;9;;;6388;6;;5.21e+06;AA;8644880.;8660530.;1s.3s;1S;0;1s.3p;1P*;1;;T7543;;
Ne;1;6401.076;0.020;6401.0749;0.0006;1000;1.39e+06;B+;151038.4524;166656.5114;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).5s;2[1/2]*;1;;T2318;L3469;
Ne;1;6402.2480;0.0010;6402.2472;0.0006;20000;5.149e+07;AAA;134041.8400;149657.0392;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;2;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;;T4273;L7292;
Ne;3;6406.58;0.10;6406.60;0.10;90;5.6e+07;D;448251.88;463856.46;2s2.2p3.(4S*).4d;3D*;3;2s2.2p3.(4S*).5p;3P;2;;T8046;L10704;
Ne;1;6409.7469;0.0040;6409.7485;0.0006;1500;1.41e+06;B+;150315.8612;165912.7861;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;1;;T2734;L4498;
Ne;1;6421.7044;0.0040;6421.7053;0.0006;1000;2.10e+06;B+;151038.4524;166606.3370;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).5s;2[1/2]*;0;;T2734;L4498;
Ne;6;;;6440;70;;3.9e+05;C;1095860;1111379;2p2.(1D).3p;2F*;5/2;2s2.5d;2D;3/2;;T7192c91,LS;;
Ne;7;;;6440;120;;6.7e+05;B;1445700;1461220;1s2.2p.4p;3D;2;1s2.2p.4d;3D*;3;;T5633c91,LS;;
Ne;6;;;6440;70;;1.9e+04;C;1095860;1111379;2p2.(1D).3p;2F*;5/2;2s2.5d;2D;5/2;;T7192c91,LS;;
Ne;1;6444.7118;0.0004;6444.7098;0.0006;1500;1.16e+06;B+;150315.8612;165828.1766;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;2;;T2734;L3451;
Ne;1;6506.5277;0.0005;6506.5281;0.0010;15000;3.00e+07;B+;134459.2871;149824.2215;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;1;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;;T2733;L7292;
Ne;2;6510.877;0.020;6510.8876;0.0022;60;;;302829.0453;318183.6919;2s2.2p4.(3P<2>).4f;2[4]*;9/2;2s2.2p4.(3P<2>).6g;2[5];11/2;;;L1406;
Ne;2;6511.789;0.020;6511.7964;0.0017;140;;;302831.176;318183.6797;2s2.2p4.(3P<2>).4f;2[4]*;7/2;2s2.2p4.(3P<2>).6g;2[5];9/2;;;L1406;
Ne;2;6516.789;0.020;6516.799;0.003;120;;;302843.509;318184.2286;2s2.2p4.(3P<2>).4f;2[3]*;7/2;2s2.2p4.(3P<2>).6g;2[4];9/2;;;L1406;
Ne;2;6517.041;0.020;6517.0477;0.0022;100;;;302844.085;318184.2181;2s2.2p4.(3P<2>).4f;2[3]*;5/2;2s2.2p4.(3P<2>).6g;2[4];7/2;;;L1406;
Ne;2;6525.584;0.020;6525.596;0.009;22;;;303508.458;318828.4968;2s2.2p4.(3P<1>).4f;2[2]*;3/2;2s2.2p4.(3P<1>).6g;2[3];5/2;;;L1406;
Ne;2;6526.03;0.04;6526.048;0.003;120w;;;303509.514;318828.4917;2s2.2p4.(3P<1>).4f;2[2]*;5/2;2s2.2p4.(3P<1>).6g;2[3];7/2;;;L1406;
Ne;1;6532.8824;0.0005;6532.8822;0.0010;1000;1.08e+07;B+;134818.6405;150121.5922;2s2.2p5.(2P*<1/2>).3s;2[1/2]*;0;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;;T2733;L7292;
Ne;2;6538.685;0.020;6538.685;0.003;80;;;302902.557;318191.9290;2s2.2p4.(3P<2>).4f;2[2]*;3/2;2s2.2p4.(3P<2>).6g;2[3];5/2;;;L1406;
Ne;2;6539.143;0.020;6539.140;0.003;120;;;302903.635;318191.9428;2s2.2p4.(3P<2>).4f;2[2]*;5/2;2s2.2p4.(3P<2>).6g;2[3];7/2;;;L1406;
Ne;2;6539.492;0.020;6539.487;0.003;140;;;303824.2119;319111.7080;2s2.2p4.(3P<0>).4f;2[3]*;7/2;2s2.2p4.(3P<0>).6g;2[4];9/2;;;L1406;
Ne;2;6539.692;0.020;6539.691;0.006;60;;;303824.6705;319111.6901;2s2.2p4.(3P<0>).4f;2[3]*;5/2;2s2.2p4.(3P<0>).6g;2[4];7/2;;;L1406;
Ne;2;6550.653;0.020;6550.6433;0.0017;140*;;;302935.312;318196.7724;2s2.2p4.(3P<2>).4f;2[5]*;11/2;2s2.2p4.(3P<2>).6g;2[6];13/2;;;L1406;
Ne;2;6550.653;0.020;6550.657;0.018;140*;;;302935.2919;318196.72;2s2.2p4.(3P<2>).4f;2[5]*;9/2;2s2.2p4.(3P<2>).6g;2[6];11/2;;;L1406;
Ne;2;6559.024;0.020;6559.020;0.003;100;;;303599.9098;318841.8788;2s2.2p4.(3P<1>).4f;2[3]*;7/2;2s2.2p4.(3P<1>).6g;2[4];9/2;;;L1406;
Ne;2;6559.285;0.020;6559.287;0.003;100;;;303600.498;318841.8468;2s2.2p4.(3P<1>).4f;2[3]*;5/2;2s2.2p4.(3P<1>).6g;2[4];7/2;;;L1406;
Ne;6;;;6570;80;;3.5e+05;C;1096170;1111379;2p2.(1D).3p;2F*;7/2;2s2.5d;2D;5/2;;T7192c91,LS;;
Ne;2;6571.30;0.04;6571.291;0.005;22w;;;302988.859;318202.3663;2s2.2p4.(3P<2>).4f;2[1]*;1/2;2s2.2p4.(3P<2>).6g;2[2];3/2;;;L1406;
Ne;2;6571.70;0.04;6571.689;0.003;60w;;;302989.805;318202.3922;2s2.2p4.(3P<2>).4f;2[1]*;3/2;2s2.2p4.(3P<2>).6g;2[2];5/2;;;L1406;
Ne;1;6598.9528;0.0005;6598.9529;0.0010;10000;2.32e+07;B+;135888.7173;151038.4524;2s2.2p5.(2P*<1/2>).3s;2[1/2]*;1;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;;T2733;L7292;
Ne;1;6602.9007;0.0040;6602.9020;0.0006;1000;4.76e+05;B+;150772.1118;165912.7861;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;1;;T2734;L4498;
Ne;1;6640.0095;0.0040;6640.0081;0.0006;100;6.21e+04;B+;150772.1118;165828.1766;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;2;;T2734;L4498;
Ne;1;6640.80;0.02;6640.7962;0.0006;50;3.80e+03;C;150858.5079;165912.7861;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;1;;T2734;L7441;
Ne;1;6652.0925;0.0004;6652.0927;0.0010;1500;2.90e+05;B;135888.7173;150917.4307;2s2.2p5.(2P*<1/2>).3s;2[1/2]*;1;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;;T2733;L3451;
Ne;1;6666.892;0.007;6666.8907;0.0006;1000;3.57e+05;B+;150917.4307;165912.7861;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;1;;T2734;L5951;
Ne;1;6678.2766;0.0005;6678.2762;0.0010;5000;2.33e+07;B+;135888.7173;150858.5079;2s2.2p5.(2P*<1/2>).3s;2[1/2]*;1;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;;T2733;L7292;
Ne;1;;;6678.3306;0.0006;;3.41e+05;B;150858.5079;165828.1766;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;2;;T2734;;
Ne;7;;;6710;230;;1.34e+06;B;1445700;1460600;1s2.2p.4p;3D;2;1s2.2p.4d;3D*;1;;T5633c91,LS;;
Ne;1;6717.0430;0.0005;6717.0430;0.0010;700;2.17e+07;B+;135888.7173;150772.1118;2s2.2p5.(2P*<1/2>).3s;2[1/2]*;1;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;;T2733;L7292;
Ne;1;6721.1342;0.0050;6721.1348;0.0006;20;5.15e+04;B+;151038.4524;165912.7861;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;1;;T2734;L4498;
Ne;1;6738.0320;0.0050;6738.0324;0.0006;700;1.25e+06;C+;152970.7328;167807.7649;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;1;;T6976;L4498;
Ne;1;6759.5821;0.0050;6759.5855;0.0006;150;1.60e+05;B+;151038.4524;165828.1766;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).5s;2[3/2]*;2;;T2734;L4498;
Ne;3;6886.94;0.10;6886.95;0.10;70;6.0e+07;D;419827.35;434343.564;2s2.2p3.(4S*).4s;3S*;1;2s2.2p3.(4S*).4p;3P;1;;T8046;L10704;
Ne;8;;;6894;10;;1.67e+07;B;[1469616];[1484117];1s2.4s;2S;1/2;1s2.4p;2P*;3/2;;T7495;;
Ne;3;6895.41;0.10;6895.41;0.10;100;6.0e+07;D;419827.35;434325.760;2s2.2p3.(4S*).4s;3S*;1;2s2.2p3.(4S*).4p;3P;2;;T8046;L10704;
Ne;7;;;6910;50;;4.3e+06;B;1446760;1461220;1s2.2p.4p;3D;3;1s2.2p.4d;3D*;3;;T5633c91,LS;;
Ne;1;6929.4672;0.0004;6929.4673;0.0010;100000;1.74e+07;B+;135888.7173;150315.8612;2s2.2p5.(2P*<1/2>).3s;2[1/2]*;1;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;;T2733;L3451;
Ne;8;;;6993;10;;1.59e+07;B;[1469616];[1483912];1s2.4s;2S;1/2;1s2.4p;2P*;1/2;;T7495;;
Ne;1;7024.0500;0.0004;7024.0504;0.0010;34000;1.89e+06;B+;135888.7173;150121.5922;2s2.2p5.(2P*<1/2>).3s;2[1/2]*;1;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;;T2733;L3451;
Ne;1;7032.4128;0.0004;7032.4131;0.0010;85000;2.66e+07;B+;134041.8400;148257.7898;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;2;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;;T4701;L3451;
Ne;1;7051.2922;0.0008;7051.2923;0.0010;2200;2.38e+06;C+;148257.7898;162435.6780;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).3d;2[3/2]*;1;;T6976;L9097;
Ne;1;7059.1079;0.0004;7059.1074;0.0010;10000;7.46e+06;B+;148257.7898;162419.9818;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).3d;2[3/2]*;2;;T8378;L3451;
Ne;1;7064.762;0.003;7064.7585;0.0010;80;3.40e+04;C;148257.7898;162408.6535;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).3d;2[5/2]*;2;;T8378;L9097;
Ne;2;7067.724;0.020;7067.7270;0.0010;80;;;303518.1843;317663.1046;2s2.2p4.(3P).5s;4P;3/2;2s2.2p4.(1D).4p;2P*;3/2;;;L1406;
Ne;1;7112.3075;0.0008;7112.3074;0.0007;110;6.28e+05;C+;152970.7328;167026.9923;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;1;;T6976;L9097;
Ne;2;7133.360;0.020;7133.3548;0.0010;40;;;294086.4608;308101.2468;2s2.2p4.(3P).4p;2P*;3/2;2s2.2p4.(1D).4s;2D;5/2;;;L1406;
Ne;1;7138.5400;0.0011;7138.5382;0.0007;55;2.20e+05;C+;152970.7328;166975.3424;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).4d;2[1/2]*;1;;T6976;L9097;
Ne;7;;;7140;40;;1.86e+07;B;1319890;1333900;1s2.2s.4p;1P*;1;1s2.2s.4d;1D;2;;T5633c91;;
Ne;1;7173.9380;0.0004;7173.9381;0.0010;77000;2.87e+06;B+;135888.7173;149824.2215;2s2.2p5.(2P*<1/2>).3s;2[1/2]*;1;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;;T2733;L3451;
Ne;2;7213.210;0.003;7213.2082;0.0010;300;;;280473.5550;294333.192;2s2.2p4.(3P).3d;2D;3/2;2s2.2p4.(3P).4p;2P*;1/2;;;L5951;
Ne;2;7235.1978;0.0008;7235.1972;0.0007;300;;;280268.9453;294086.4608;2s2.2p4.(3P).3d;2D;5/2;2s2.2p4.(3P).4p;2P*;3/2;;;L9088;
Ne;1;7245.1665;0.0004;7245.1666;0.0010;77000;1.01e+07;B+;134459.2871;148257.7898;2s2.2p5.(2P*<3/2>).3s;2[3/2]*;1;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;;T4701;L3451;
Ne;2;7303.216;0.020;7303.2078;0.0011;80;;;303974.2630;317663.1046;2s2.2p4.(3P).5s;2P;3/2;2s2.2p4.(1D).4p;2P*;3/2;;;L1406;
Ne;1;7304.8422;0.0008;7304.8424;0.0008;89;2.55e+05;B+;152970.7328;166656.5114;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).5s;2[1/2]*;1;;T2318;L9097;
Ne;2;7343.945;0.020;7343.9470;0.0011;300;;;280473.5550;294086.4608;2s2.2p4.(3P).3d;2D;3/2;2s2.2p4.(3P).4p;2P*;3/2;;;L1406;
Ne;2;7349.653;0.020;7349.6536;0.0011;40;;;290371.9268;303974.2630;2s2.2p4.(3P).4p;4P*;5/2;2s2.2p4.(3P).5s;2P;3/2;;;L1406;
Ne;1;;;7437.3919;0.0008;;7.4e+04;C;148257.7898;161699.6613;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).3d;2[5/2]*;2;;T2384n,T8378;;
Ne;1;7438.8981;0.0004;7438.8984;0.0010;60000;2.47e+06;B+;134818.6405;148257.7898;2s2.2p5.(2P*<1/2>).3s;2[1/2]*;0;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;;T4701;L3451;
Ne;2;7467.24;0.04;7467.2610;0.0011;60c;;;304440.2089;317828.3130;2s2.2p4.(3P).5s;2P;1/2;2s2.2p4.(1D).4p;2P*;1/2;;;L1406;
Ne;1;7472.4383;0.0004;7472.4386;0.0010;3100;2.96e+06;C+;148257.7898;161636.6175;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).3d;2[3/2]*;1;;T6976;L3451;
Ne;1;7488.8712;0.0004;7488.8712;0.0010;32000;2.31e+07;B+;148257.7898;161607.2609;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).3d;2[3/2]*;2;;T6976;L3451;
Ne;2;7491.408;0.020;7491.4222;0.0017;60;;;290583.1503;303928.0756;2s2.2p4.(3P).4p;4P*;3/2;2s2.2p4.(3P).5s;4P;1/2;;;L1406;
Ne;2;7492.102;0.020;7492.1275;0.0017;200;;;280989.5229;294333.192;2s2.2p4.(3P).3d;4P;3/2;2s2.2p4.(3P).4p;2P*;1/2;;;L1406;
Ne;2;7522.822;0.004;7522.8235;0.0011;300;;;280797.2387;294086.4608;2s2.2p4.(3P).3d;4F;5/2;2s2.2p4.(3P).4p;2P*;3/2;;;L5951;
Ne;1;7535.7739;0.0004;7535.7741;0.0010;28000;3.06e+07;B+;148257.7898;161524.1739;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).3d;2[1/2]*;1;;T6976;L3451;
